"labels","Time","Line","tsNs","labelTypes","id"
"{""ability"":""roll_flash"",""detected_level"":""unknown"",""event_type"":""system_health_restored"",""filename"":""/var/log/roll_soul_recovery.log"",""job"":""roll_soul"",""module"":""Roll Soul"",""nist_control"":""recover_restoration"",""service_name"":""roll_soul"",""status"":""100_percent_health""}",2026-09-25 02:34:01.738,"{""timestamp"": ""2026-09-25T06:34:01.607227+00:00"", ""module"": ""Roll Soul"", ""nist_function"": ""RECOVER_RESTORATION"", ""event_type"": ""system_health_restored"", ""target_resource"": ""Local Host Defense Network"", ""status"": ""100_percent_health"", ""rationale"": ""All core services verified online and operational following remediation"", ""host"": ""kali""}",1790318041738775198,"{""ability"":""I"",""detected_level"":""S"",""event_type"":""I"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""status"":""I""}",1790318041738775198_68ec7a3e
"{""ability"":""roll_flash"",""detected_level"":""unknown"",""event_type"":""system_health_restored"",""filename"":""/var/log/roll_soul_recovery.log"",""job"":""roll_soul"",""module"":""Roll Soul"",""nist_control"":""recover_restoration"",""service_name"":""roll_soul"",""status"":""100_percent_health""}",2026-09-25 02:33:58.981,"{""timestamp"": ""2026-09-25T06:33:58.869780+00:00"", ""module"": ""Roll Soul"", ""nist_function"": ""RECOVER_RESTORATION"", ""event_type"": ""system_health_restored"", ""target_resource"": ""Local Host Defense Network"", ""status"": ""100_percent_health"", ""rationale"": ""All core services verified online and operational following remediation"", ""host"": ""kali""}",1790318038981201097,"{""ability"":""I"",""detected_level"":""S"",""event_type"":""I"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""status"":""I""}",1790318038981201097_dc49b43d
"{""ability"":""roll_flash"",""detected_level"":""unknown"",""event_type"":""system_health_restored"",""filename"":""/var/log/roll_soul_recovery.log"",""job"":""roll_soul"",""module"":""Roll Soul"",""nist_control"":""recover_restoration"",""service_name"":""roll_soul"",""status"":""100_percent_health""}",2026-09-25 02:33:57.253,"{""timestamp"": ""2026-09-25T06:33:56.860319+00:00"", ""module"": ""Roll Soul"", ""nist_function"": ""RECOVER_RESTORATION"", ""event_type"": ""system_health_restored"", ""target_resource"": ""Local Host Defense Network"", ""status"": ""100_percent_health"", ""rationale"": ""All core services verified online and operational following remediation"", ""host"": ""kali""}",1790318037253726601,"{""ability"":""I"",""detected_level"":""S"",""event_type"":""I"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""status"":""I""}",1790318037253726601_2dcaa152
"{""ability"":""roll_flash"",""detected_level"":""unknown"",""event_type"":""system_health_restored"",""filename"":""/var/log/roll_soul_recovery.log"",""job"":""roll_soul"",""module"":""Roll Soul"",""nist_control"":""recover_restoration"",""service_name"":""roll_soul"",""status"":""100_percent_health""}",2026-09-25 02:33:54.836,"{""timestamp"": ""2026-09-25T06:33:54.659175+00:00"", ""module"": ""Roll Soul"", ""nist_function"": ""RECOVER_RESTORATION"", ""event_type"": ""system_health_restored"", ""target_resource"": ""Local Host Defense Network"", ""status"": ""100_percent_health"", ""rationale"": ""All core services verified online and operational following remediation"", ""host"": ""kali""}",1790318034836162408,"{""ability"":""I"",""detected_level"":""S"",""event_type"":""I"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""status"":""I""}",1790318034836162408_73690eb2
"{""ability"":""roll_flash"",""detected_level"":""unknown"",""event_type"":""system_health_restored"",""filename"":""/var/log/roll_soul_recovery.log"",""job"":""roll_soul"",""module"":""Roll Soul"",""nist_control"":""recover_restoration"",""service_name"":""roll_soul"",""status"":""100_percent_health""}",2026-09-25 02:33:45.786,"{""timestamp"": ""2026-09-25T06:33:45.690656+00:00"", ""module"": ""Roll Soul"", ""nist_function"": ""RECOVER_RESTORATION"", ""event_type"": ""system_health_restored"", ""target_resource"": ""Local Host Defense Network"", ""status"": ""100_percent_health"", ""rationale"": ""All core services verified online and operational following remediation"", ""host"": ""kali""}",1790318025786847331,"{""ability"":""I"",""detected_level"":""S"",""event_type"":""I"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""status"":""I""}",1790318025786847331_8f1c464d
"{""ability"":""roll_flash"",""detected_level"":""unknown"",""event_type"":""threat_quarantine_purge"",""filename"":""/var/log/roll_soul_recovery.log"",""job"":""roll_soul"",""module"":""Roll Soul"",""nist_control"":""recover_restoration"",""service_name"":""roll_soul"",""status"":""purged_and_isolated""}",2026-09-25 02:34:04.753,"{""timestamp"": ""2026-09-25T06:34:04.730331+00:00"", ""module"": ""Roll Soul"", ""nist_function"": ""RECOVER_RESTORATION"", ""event_type"": ""threat_quarantine_purge"", ""target_resource"": ""/tmp/malicious_payload.sh"", ""status"": ""purged_and_isolated"", ""rationale"": ""Isolated threat artifact and restored clean file system integrity"", ""host"": ""kali""}",1790318044753974873,"{""ability"":""I"",""detected_level"":""S"",""event_type"":""I"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""status"":""I""}",1790318044753974873_cb84700b
"{""ability"":""roll_flash"",""detected_level"":""unknown"",""event_type"":""threat_quarantine_purge"",""filename"":""/var/log/roll_soul_recovery.log"",""job"":""roll_soul"",""module"":""Roll Soul"",""nist_control"":""recover_restoration"",""service_name"":""roll_soul"",""status"":""purged_and_isolated""}",2026-09-25 02:34:03.244,"{""timestamp"": ""2026-09-25T06:34:03.228295+00:00"", ""module"": ""Roll Soul"", ""nist_function"": ""RECOVER_RESTORATION"", ""event_type"": ""threat_quarantine_purge"", ""target_resource"": ""/tmp/malicious_payload.sh"", ""status"": ""purged_and_isolated"", ""rationale"": ""Isolated threat artifact and restored clean file system integrity"", ""host"": ""kali""}",1790318043244328058,"{""ability"":""I"",""detected_level"":""S"",""event_type"":""I"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""status"":""I""}",1790318043244328058_bbbbb2e3
"{""ability"":""roll_flash"",""detected_level"":""unknown"",""event_type"":""threat_quarantine_purge"",""filename"":""/var/log/roll_soul_recovery.log"",""job"":""roll_soul"",""module"":""Roll Soul"",""nist_control"":""recover_restoration"",""service_name"":""roll_soul"",""status"":""purged_and_isolated""}",2026-09-25 02:34:01.738,"{""timestamp"": ""2026-09-25T06:34:01.606156+00:00"", ""module"": ""Roll Soul"", ""nist_function"": ""RECOVER_RESTORATION"", ""event_type"": ""threat_quarantine_purge"", ""target_resource"": ""/tmp/malicious_payload.sh"", ""status"": ""purged_and_isolated"", ""rationale"": ""Isolated threat artifact and restored clean file system integrity"", ""host"": ""kali""}",1790318041738752816,"{""ability"":""I"",""detected_level"":""S"",""event_type"":""I"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""status"":""I""}",1790318041738752816_4c90cbe1
"{""ability"":""roll_flash"",""detected_level"":""unknown"",""event_type"":""threat_quarantine_purge"",""filename"":""/var/log/roll_soul_recovery.log"",""job"":""roll_soul"",""module"":""Roll Soul"",""nist_control"":""recover_restoration"",""service_name"":""roll_soul"",""status"":""purged_and_isolated""}",2026-09-25 02:33:58.981,"{""timestamp"": ""2026-09-25T06:33:58.868172+00:00"", ""module"": ""Roll Soul"", ""nist_function"": ""RECOVER_RESTORATION"", ""event_type"": ""threat_quarantine_purge"", ""target_resource"": ""/tmp/malicious_payload.sh"", ""status"": ""purged_and_isolated"", ""rationale"": ""Isolated threat artifact and restored clean file system integrity"", ""host"": ""kali""}",1790318038981176935,"{""ability"":""I"",""detected_level"":""S"",""event_type"":""I"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""status"":""I""}",1790318038981176935_8ae947a2
"{""ability"":""roll_flash"",""detected_level"":""unknown"",""event_type"":""threat_quarantine_purge"",""filename"":""/var/log/roll_soul_recovery.log"",""job"":""roll_soul"",""module"":""Roll Soul"",""nist_control"":""recover_restoration"",""service_name"":""roll_soul"",""status"":""purged_and_isolated""}",2026-09-25 02:33:57.253,"{""timestamp"": ""2026-09-25T06:33:56.858496+00:00"", ""module"": ""Roll Soul"", ""nist_function"": ""RECOVER_RESTORATION"", ""event_type"": ""threat_quarantine_purge"", ""target_resource"": ""/tmp/malicious_payload.sh"", ""status"": ""purged_and_isolated"", ""rationale"": ""Isolated threat artifact and restored clean file system integrity"", ""host"": ""kali""}",1790318037253703113,"{""ability"":""I"",""detected_level"":""S"",""event_type"":""I"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""status"":""I""}",1790318037253703113_6c86cf3c
"{""ability"":""roll_flash"",""detected_level"":""unknown"",""event_type"":""threat_quarantine_purge"",""filename"":""/var/log/roll_soul_recovery.log"",""job"":""roll_soul"",""module"":""Roll Soul"",""nist_control"":""recover_restoration"",""service_name"":""roll_soul"",""status"":""purged_and_isolated""}",2026-09-25 02:33:54.836,"{""timestamp"": ""2026-09-25T06:33:54.658633+00:00"", ""module"": ""Roll Soul"", ""nist_function"": ""RECOVER_RESTORATION"", ""event_type"": ""threat_quarantine_purge"", ""target_resource"": ""/tmp/malicious_payload.sh"", ""status"": ""purged_and_isolated"", ""rationale"": ""Isolated threat artifact and restored clean file system integrity"", ""host"": ""kali""}",1790318034836132874,"{""ability"":""I"",""detected_level"":""S"",""event_type"":""I"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""status"":""I""}",1790318034836132874_6b1d890b
"{""ability"":""roll_flash"",""detected_level"":""unknown"",""event_type"":""threat_quarantine_purge"",""filename"":""/var/log/roll_soul_recovery.log"",""job"":""roll_soul"",""module"":""Roll Soul"",""nist_control"":""recover_restoration"",""service_name"":""roll_soul"",""status"":""purged_and_isolated""}",2026-09-25 02:33:45.786,"{""timestamp"": ""2026-09-25T06:33:45.689975+00:00"", ""module"": ""Roll Soul"", ""nist_function"": ""RECOVER_RESTORATION"", ""event_type"": ""threat_quarantine_purge"", ""target_resource"": ""/tmp/malicious_payload.sh"", ""status"": ""purged_and_isolated"", ""rationale"": ""Isolated threat artifact and restored clean file system integrity"", ""host"": ""kali""}",1790318025786808828,"{""ability"":""I"",""detected_level"":""S"",""event_type"":""I"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""status"":""I""}",1790318025786808828_86e86efc
