"labels","Time","Line","tsNs","labelTypes","id"
"{""ability"":""dual_squad_soar"",""action"":""perimeter_block"",""detected_level"":""unknown"",""filename"":""/var/log/leaders_raid_execution.log"",""job"":""leaders_raid"",""module"":""Leaders Raid"",""nist_control"":""respond_mitigation"",""service_name"":""leaders_raid"",""squad_leader"":""Colonel.EXE"",""status"":""blacklisted""}",2026-09-25 03:52:37.092,"{""timestamp"": ""2026-09-25T07:52:36.924949+00:00"", ""module"": ""Leaders Raid"", ""squad_leader"": ""Colonel.EXE"", ""ability"": ""Screen Divide"", ""nist_function"": ""RESPOND_MITIGATION"", ""action"": ""perimeter_block"", ""target"": ""198.51.100.44"", ""status"": ""blacklisted"", ""rationale"": ""Applied global firewall drop rule to malicious external threat IP across all gateways"", ""host"": ""kali""}",1790322757092844608,"{""ability"":""I"",""action"":""I"",""detected_level"":""S"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""squad_leader"":""I"",""status"":""I""}",1790322757092844608_5fbe1105
"{""ability"":""dual_squad_soar"",""action"":""perimeter_block"",""detected_level"":""unknown"",""filename"":""/var/log/leaders_raid_execution.log"",""job"":""leaders_raid"",""module"":""Leaders Raid"",""nist_control"":""respond_mitigation"",""service_name"":""leaders_raid"",""squad_leader"":""Colonel.EXE"",""status"":""blacklisted""}",2026-09-25 03:52:35.587,"{""timestamp"": ""2026-09-25T07:52:35.402246+00:00"", ""module"": ""Leaders Raid"", ""squad_leader"": ""Colonel.EXE"", ""ability"": ""Screen Divide"", ""nist_function"": ""RESPOND_MITIGATION"", ""action"": ""perimeter_block"", ""target"": ""198.51.100.44"", ""status"": ""blacklisted"", ""rationale"": ""Applied global firewall drop rule to malicious external threat IP across all gateways"", ""host"": ""kali""}",1790322755587247770,"{""ability"":""I"",""action"":""I"",""detected_level"":""S"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""squad_leader"":""I"",""status"":""I""}",1790322755587247770_c59a900f
"{""ability"":""dual_squad_soar"",""action"":""perimeter_block"",""detected_level"":""unknown"",""filename"":""/var/log/leaders_raid_execution.log"",""job"":""leaders_raid"",""module"":""Leaders Raid"",""nist_control"":""respond_mitigation"",""service_name"":""leaders_raid"",""squad_leader"":""Colonel.EXE"",""status"":""blacklisted""}",2026-09-25 03:52:33.831,"{""timestamp"": ""2026-09-25T07:52:33.674087+00:00"", ""module"": ""Leaders Raid"", ""squad_leader"": ""Colonel.EXE"", ""ability"": ""Screen Divide"", ""nist_function"": ""RESPOND_MITIGATION"", ""action"": ""perimeter_block"", ""target"": ""198.51.100.44"", ""status"": ""blacklisted"", ""rationale"": ""Applied global firewall drop rule to malicious external threat IP across all gateways"", ""host"": ""kali""}",1790322753831828075,"{""ability"":""I"",""action"":""I"",""detected_level"":""S"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""squad_leader"":""I"",""status"":""I""}",1790322753831828075_fc84e6a1
"{""ability"":""dual_squad_soar"",""action"":""perimeter_block"",""detected_level"":""unknown"",""filename"":""/var/log/leaders_raid_execution.log"",""job"":""leaders_raid"",""module"":""Leaders Raid"",""nist_control"":""respond_mitigation"",""service_name"":""leaders_raid"",""squad_leader"":""Colonel.EXE"",""status"":""blacklisted""}",2026-09-25 03:52:31.849,"{""timestamp"": ""2026-09-25T07:52:25.364841+00:00"", ""module"": ""Leaders Raid"", ""squad_leader"": ""Colonel.EXE"", ""ability"": ""Screen Divide"", ""nist_function"": ""RESPOND_MITIGATION"", ""action"": ""perimeter_block"", ""target"": ""198.51.100.44"", ""status"": ""blacklisted"", ""rationale"": ""Applied global firewall drop rule to malicious external threat IP across all gateways"", ""host"": ""kali""}",1790322751849863525,"{""ability"":""I"",""action"":""I"",""detected_level"":""S"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""squad_leader"":""I"",""status"":""I""}",1790322751849863525_f779d8c4
"{""ability"":""dual_squad_soar"",""action"":""process_kill"",""detected_level"":""unknown"",""filename"":""/var/log/leaders_raid_execution.log"",""job"":""leaders_raid"",""module"":""Leaders Raid"",""nist_control"":""respond_mitigation"",""service_name"":""leaders_raid"",""squad_leader"":""ProtoMan.EXE"",""status"":""terminated""}",2026-09-25 03:52:44.372,"{""timestamp"": ""2026-09-25T07:52:44.343057+00:00"", ""module"": ""Leaders Raid"", ""squad_leader"": ""ProtoMan.EXE"", ""ability"": ""Precision Blade Triage"", ""nist_function"": ""RESPOND_MITIGATION"", ""action"": ""process_kill"", ""target"": ""PID_4092_malware.elf"", ""status"": ""terminated"", ""rationale"": ""Terminated unauthorized execution thread on target endpoint"", ""host"": ""kali""}",1790322764372809800,"{""ability"":""I"",""action"":""I"",""detected_level"":""S"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""squad_leader"":""I"",""status"":""I""}",1790322764372809800_b70bd7fe
"{""ability"":""dual_squad_soar"",""action"":""process_kill"",""detected_level"":""unknown"",""filename"":""/var/log/leaders_raid_execution.log"",""job"":""leaders_raid"",""module"":""Leaders Raid"",""nist_control"":""respond_mitigation"",""service_name"":""leaders_raid"",""squad_leader"":""ProtoMan.EXE"",""status"":""terminated""}",2026-09-25 03:52:40.102,"{""timestamp"": ""2026-09-25T07:52:40.092988+00:00"", ""module"": ""Leaders Raid"", ""squad_leader"": ""ProtoMan.EXE"", ""ability"": ""Precision Blade Triage"", ""nist_function"": ""RESPOND_MITIGATION"", ""action"": ""process_kill"", ""target"": ""PID_4092_malware.elf"", ""status"": ""terminated"", ""rationale"": ""Terminated unauthorized execution thread on target endpoint"", ""host"": ""kali""}",1790322760102854117,"{""ability"":""I"",""action"":""I"",""detected_level"":""S"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""squad_leader"":""I"",""status"":""I""}",1790322760102854117_8fe49d24
"{""ability"":""dual_squad_soar"",""action"":""process_kill"",""detected_level"":""unknown"",""filename"":""/var/log/leaders_raid_execution.log"",""job"":""leaders_raid"",""module"":""Leaders Raid"",""nist_control"":""respond_mitigation"",""service_name"":""leaders_raid"",""squad_leader"":""ProtoMan.EXE"",""status"":""terminated""}",2026-09-25 03:52:38.849,"{""timestamp"": ""2026-09-25T07:52:38.619529+00:00"", ""module"": ""Leaders Raid"", ""squad_leader"": ""ProtoMan.EXE"", ""ability"": ""Precision Blade Triage"", ""nist_function"": ""RESPOND_MITIGATION"", ""action"": ""process_kill"", ""target"": ""PID_4092_malware.elf"", ""status"": ""terminated"", ""rationale"": ""Terminated unauthorized execution thread on target endpoint"", ""host"": ""kali""}",1790322758849319069,"{""ability"":""I"",""action"":""I"",""detected_level"":""S"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""squad_leader"":""I"",""status"":""I""}",1790322758849319069_152256c1
"{""ability"":""dual_squad_soar"",""action"":""process_kill"",""detected_level"":""unknown"",""filename"":""/var/log/leaders_raid_execution.log"",""job"":""leaders_raid"",""module"":""Leaders Raid"",""nist_control"":""respond_mitigation"",""service_name"":""leaders_raid"",""squad_leader"":""ProtoMan.EXE"",""status"":""terminated""}",2026-09-25 03:52:37.092,"{""timestamp"": ""2026-09-25T07:52:36.924324+00:00"", ""module"": ""Leaders Raid"", ""squad_leader"": ""ProtoMan.EXE"", ""ability"": ""Precision Blade Triage"", ""nist_function"": ""RESPOND_MITIGATION"", ""action"": ""process_kill"", ""target"": ""PID_4092_malware.elf"", ""status"": ""terminated"", ""rationale"": ""Terminated unauthorized execution thread on target endpoint"", ""host"": ""kali""}",1790322757092816380,"{""ability"":""I"",""action"":""I"",""detected_level"":""S"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""squad_leader"":""I"",""status"":""I""}",1790322757092816380_bf8dcd5d
"{""ability"":""dual_squad_soar"",""action"":""process_kill"",""detected_level"":""unknown"",""filename"":""/var/log/leaders_raid_execution.log"",""job"":""leaders_raid"",""module"":""Leaders Raid"",""nist_control"":""respond_mitigation"",""service_name"":""leaders_raid"",""squad_leader"":""ProtoMan.EXE"",""status"":""terminated""}",2026-09-25 03:52:35.587,"{""timestamp"": ""2026-09-25T07:52:35.401827+00:00"", ""module"": ""Leaders Raid"", ""squad_leader"": ""ProtoMan.EXE"", ""ability"": ""Precision Blade Triage"", ""nist_function"": ""RESPOND_MITIGATION"", ""action"": ""process_kill"", ""target"": ""PID_4092_malware.elf"", ""status"": ""terminated"", ""rationale"": ""Terminated unauthorized execution thread on target endpoint"", ""host"": ""kali""}",1790322755587222349,"{""ability"":""I"",""action"":""I"",""detected_level"":""S"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""squad_leader"":""I"",""status"":""I""}",1790322755587222349_df53f178
"{""ability"":""dual_squad_soar"",""action"":""process_kill"",""detected_level"":""unknown"",""filename"":""/var/log/leaders_raid_execution.log"",""job"":""leaders_raid"",""module"":""Leaders Raid"",""nist_control"":""respond_mitigation"",""service_name"":""leaders_raid"",""squad_leader"":""ProtoMan.EXE"",""status"":""terminated""}",2026-09-25 03:52:33.831,"{""timestamp"": ""2026-09-25T07:52:33.673553+00:00"", ""module"": ""Leaders Raid"", ""squad_leader"": ""ProtoMan.EXE"", ""ability"": ""Precision Blade Triage"", ""nist_function"": ""RESPOND_MITIGATION"", ""action"": ""process_kill"", ""target"": ""PID_4092_malware.elf"", ""status"": ""terminated"", ""rationale"": ""Terminated unauthorized execution thread on target endpoint"", ""host"": ""kali""}",1790322753831801917,"{""ability"":""I"",""action"":""I"",""detected_level"":""S"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""squad_leader"":""I"",""status"":""I""}",1790322753831801917_a54e06df
"{""ability"":""dual_squad_soar"",""action"":""process_kill"",""detected_level"":""unknown"",""filename"":""/var/log/leaders_raid_execution.log"",""job"":""leaders_raid"",""module"":""Leaders Raid"",""nist_control"":""respond_mitigation"",""service_name"":""leaders_raid"",""squad_leader"":""ProtoMan.EXE"",""status"":""terminated""}",2026-09-25 03:52:31.849,"{""timestamp"": ""2026-09-25T07:52:25.360327+00:00"", ""module"": ""Leaders Raid"", ""squad_leader"": ""ProtoMan.EXE"", ""ability"": ""Precision Blade Triage"", ""nist_function"": ""RESPOND_MITIGATION"", ""action"": ""process_kill"", ""target"": ""PID_4092_malware.elf"", ""status"": ""terminated"", ""rationale"": ""Terminated unauthorized execution thread on target endpoint"", ""host"": ""kali""}",1790322751849818927,"{""ability"":""I"",""action"":""I"",""detected_level"":""S"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""squad_leader"":""I"",""status"":""I""}",1790322751849818927_c40279f2
"{""ability"":""dual_squad_soar"",""action"":""session_revoke"",""detected_level"":""unknown"",""filename"":""/var/log/leaders_raid_execution.log"",""job"":""leaders_raid"",""module"":""Leaders Raid"",""nist_control"":""respond_mitigation"",""service_name"":""leaders_raid"",""squad_leader"":""Colonel.EXE"",""status"":""revoked""}",2026-09-25 03:52:44.372,"{""timestamp"": ""2026-09-25T07:52:44.343823+00:00"", ""module"": ""Leaders Raid"", ""squad_leader"": ""Colonel.EXE"", ""ability"": ""Tactical Command"", ""nist_function"": ""RESPOND_MITIGATION"", ""action"": ""session_revoke"", ""target"": ""user:admin_compromised"", ""status"": ""revoked"", ""rationale"": ""Invalidated active session tokens for compromised administrative credentials"", ""host"": ""kali""}",1790322764372849533,"{""ability"":""I"",""action"":""I"",""detected_level"":""S"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""squad_leader"":""I"",""status"":""I""}",1790322764372849533_7727a870
"{""ability"":""dual_squad_soar"",""action"":""session_revoke"",""detected_level"":""unknown"",""filename"":""/var/log/leaders_raid_execution.log"",""job"":""leaders_raid"",""module"":""Leaders Raid"",""nist_control"":""respond_mitigation"",""service_name"":""leaders_raid"",""squad_leader"":""Colonel.EXE"",""status"":""revoked""}",2026-09-25 03:52:40.102,"{""timestamp"": ""2026-09-25T07:52:40.093987+00:00"", ""module"": ""Leaders Raid"", ""squad_leader"": ""Colonel.EXE"", ""ability"": ""Tactical Command"", ""nist_function"": ""RESPOND_MITIGATION"", ""action"": ""session_revoke"", ""target"": ""user:admin_compromised"", ""status"": ""revoked"", ""rationale"": ""Invalidated active session tokens for compromised administrative credentials"", ""host"": ""kali""}",1790322760102992937,"{""ability"":""I"",""action"":""I"",""detected_level"":""S"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""squad_leader"":""I"",""status"":""I""}",1790322760102992937_599e5ee3
"{""ability"":""dual_squad_soar"",""action"":""session_revoke"",""detected_level"":""unknown"",""filename"":""/var/log/leaders_raid_execution.log"",""job"":""leaders_raid"",""module"":""Leaders Raid"",""nist_control"":""respond_mitigation"",""service_name"":""leaders_raid"",""squad_leader"":""Colonel.EXE"",""status"":""revoked""}",2026-09-25 03:52:38.849,"{""timestamp"": ""2026-09-25T07:52:38.620352+00:00"", ""module"": ""Leaders Raid"", ""squad_leader"": ""Colonel.EXE"", ""ability"": ""Tactical Command"", ""nist_function"": ""RESPOND_MITIGATION"", ""action"": ""session_revoke"", ""target"": ""user:admin_compromised"", ""status"": ""revoked"", ""rationale"": ""Invalidated active session tokens for compromised administrative credentials"", ""host"": ""kali""}",1790322758849388024,"{""ability"":""I"",""action"":""I"",""detected_level"":""S"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""squad_leader"":""I"",""status"":""I""}",1790322758849388024_4208ae34
"{""ability"":""dual_squad_soar"",""action"":""session_revoke"",""detected_level"":""unknown"",""filename"":""/var/log/leaders_raid_execution.log"",""job"":""leaders_raid"",""module"":""Leaders Raid"",""nist_control"":""respond_mitigation"",""service_name"":""leaders_raid"",""squad_leader"":""Colonel.EXE"",""status"":""revoked""}",2026-09-25 03:52:37.092,"{""timestamp"": ""2026-09-25T07:52:36.925240+00:00"", ""module"": ""Leaders Raid"", ""squad_leader"": ""Colonel.EXE"", ""ability"": ""Tactical Command"", ""nist_function"": ""RESPOND_MITIGATION"", ""action"": ""session_revoke"", ""target"": ""user:admin_compromised"", ""status"": ""revoked"", ""rationale"": ""Invalidated active session tokens for compromised administrative credentials"", ""host"": ""kali""}",1790322757092885546,"{""ability"":""I"",""action"":""I"",""detected_level"":""S"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""squad_leader"":""I"",""status"":""I""}",1790322757092885546_884c6d58
"{""ability"":""dual_squad_soar"",""action"":""session_revoke"",""detected_level"":""unknown"",""filename"":""/var/log/leaders_raid_execution.log"",""job"":""leaders_raid"",""module"":""Leaders Raid"",""nist_control"":""respond_mitigation"",""service_name"":""leaders_raid"",""squad_leader"":""Colonel.EXE"",""status"":""revoked""}",2026-09-25 03:52:35.587,"{""timestamp"": ""2026-09-25T07:52:35.402458+00:00"", ""module"": ""Leaders Raid"", ""squad_leader"": ""Colonel.EXE"", ""ability"": ""Tactical Command"", ""nist_function"": ""RESPOND_MITIGATION"", ""action"": ""session_revoke"", ""target"": ""user:admin_compromised"", ""status"": ""revoked"", ""rationale"": ""Invalidated active session tokens for compromised administrative credentials"", ""host"": ""kali""}",1790322755587285360,"{""ability"":""I"",""action"":""I"",""detected_level"":""S"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""squad_leader"":""I"",""status"":""I""}",1790322755587285360_228b3abc
"{""ability"":""dual_squad_soar"",""action"":""session_revoke"",""detected_level"":""unknown"",""filename"":""/var/log/leaders_raid_execution.log"",""job"":""leaders_raid"",""module"":""Leaders Raid"",""nist_control"":""respond_mitigation"",""service_name"":""leaders_raid"",""squad_leader"":""Colonel.EXE"",""status"":""revoked""}",2026-09-25 03:52:33.831,"{""timestamp"": ""2026-09-25T07:52:33.674346+00:00"", ""module"": ""Leaders Raid"", ""squad_leader"": ""Colonel.EXE"", ""ability"": ""Tactical Command"", ""nist_function"": ""RESPOND_MITIGATION"", ""action"": ""session_revoke"", ""target"": ""user:admin_compromised"", ""status"": ""revoked"", ""rationale"": ""Invalidated active session tokens for compromised administrative credentials"", ""host"": ""kali""}",1790322753831868426,"{""ability"":""I"",""action"":""I"",""detected_level"":""S"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""squad_leader"":""I"",""status"":""I""}",1790322753831868426_a49bba93
"{""ability"":""dual_squad_soar"",""action"":""session_revoke"",""detected_level"":""unknown"",""filename"":""/var/log/leaders_raid_execution.log"",""job"":""leaders_raid"",""module"":""Leaders Raid"",""nist_control"":""respond_mitigation"",""service_name"":""leaders_raid"",""squad_leader"":""Colonel.EXE"",""status"":""revoked""}",2026-09-25 03:52:32.076,"{""timestamp"": ""2026-09-25T07:52:25.368026+00:00"", ""module"": ""Leaders Raid"", ""squad_leader"": ""Colonel.EXE"", ""ability"": ""Tactical Command"", ""nist_function"": ""RESPOND_MITIGATION"", ""action"": ""session_revoke"", ""target"": ""user:admin_compromised"", ""status"": ""revoked"", ""rationale"": ""Invalidated active session tokens for compromised administrative credentials"", ""host"": ""kali""}",1790322752076465496,"{""ability"":""I"",""action"":""I"",""detected_level"":""S"",""filename"":""I"",""job"":""I"",""module"":""I"",""nist_control"":""I"",""service_name"":""I"",""squad_leader"":""I"",""status"":""I""}",1790322752076465496_2b41dcaf
